-3.982857081018708e-04 3.312971191013616e-01 -8.667646816939097e-02 7.606860429184892e-01 -9.234192339995519e-02 
-2.006821799751276e-01 8.774547156157417e-02 -1.871183316836204e-02 1.718524687776668e-02 5.424676176354768e-01 
-9.848107089694769e-03 -5.189309907488786e-02 3.507252212987529e-01 -6.154344678578297e-02 2.725334866968145e-01 
5.435054560707905e-02 -5.465520760917521e-03 -8.017418956776752e-03 -8.289284544628855e-03 2.244225182019711e-02 
-1.155695165102566e-02 -1.502638042655975e-02 -1.727071901822208e-02 1.067737275797130e-01 -1.776544823737067e-02 
5.235374828436510e-01 -5.242338949661320e-02 -9.718022958030777e-02 7.934698103460891e-02 -1.612542407100351e-02 
-2.722637716858952e-02 -3.937335729411080e-02 3.493800793693808e-01 5.506209378399526e-02 2.682397943554976e-02 
-3.311963346252408e-03 9.575971492433952e-02 -4.852124436798348e-02 2.221758685921410e-01 -3.179092352963596e-02 
8.494734823351005e-02 -1.065159001475559e-01 -8.241008542103219e-02 4.908135351305229e-01 6.297958763390026e-02 
3.462931157597764e-01 -3.503281369388818e-02 2.117868990580721e-02 -7.186889389495674e-02 1.261988085326031e-01 
4.091171027494343e-01 -4.492083249866739e-02 -1.023348721124816e-01 -2.605573615262946e-02 2.313128671526633e-01 
8.162218361492203e-01 -7.175614936977785e-02 -6.000567189970791e-02 -8.858495539030681e-02 1.687108697130252e-01 
4.707587457140284e-01 1.231143663601284e-01 6.150677176259520e-01 -8.673259460895578e-02 4.361085207617021e-01 
3.103277227143313e-01 -2.138420648939730e-02 -5.560914514239722e-02 -1.829708193196140e-02 2.902729368858547e-02 
3.755525791844239e-02 -2.304481767159499e-03 -1.091798441666682e-02 -1.573871270494368e-02 4.101610217486210e-02 
2.883489337099097e-02 -7.959006080309294e-04 4.378820253604770e-03 3.639841476962151e-02 1.979562625850908e-01 
-3.404254527580972e-02 -3.385306591028465e-02 -3.708015623704058e-02 7.575746347725856e-02 2.130025332078175e-01 
-1.574722365929457e-02 -3.015753212906679e-02 -9.087620357438033e-03 1.875440601426805e-01 -1.300405199038622e-02 
-4.016546648339733e-02 -3.108074145291457e-02 4.364299937885477e-01 -2.924873621073508e-02 -2.887014545068314e-02 
2.199426130445024e-01 -1.655970559964934e-02 -6.719057275066126e-02 -5.353269863584015e-02 2.046743733865738e-01 
1.799399172861939e-01 4.545502862963866e-01 -5.038854965078791e-02 8.265492373378701e-01 8.906277020733125e-02 
-3.081552109657699e-02 5.059092538193228e-01 -1.332527617972849e-01 7.076307661912780e-01 6.398226147923203e-02 
9.830639772798020e-01 -6.476589617362068e-02 -1.406772852448994e-01 1.379469917772291e-02 -1.255284407611178e-01 
-1.363120471512770e-01 9.983377841332259e-01 -1.559596512329862e-01 5.221142266110309e-01 1.837272841245476e-01 
4.049768354713491e-01 -5.494902844527152e-02 1.991900164504312e-01 1.920160085573877e-01 -1.119050880415094e-01 
-2.453968833011297e-02 -3.733085901822850e-02 3.069510214318428e-02 1.156445927962073e-01 1.123795457169902e-01 
-3.574173733602099e-02 -5.237614593776067e-02 1.601497254985996e-01 2.404415034620697e-01 -4.074926466600234e-02 
6.015148714947535e-01 -1.000349706050449e-01 2.384594614576474e-01 1.432278673900944e-01 -4.696077170059841e-02 
-9.928170332820806e-03 -4.775375469607876e-03 -1.128980648904469e-04 2.113665974386886e-02 1.985200739575941e-02 
5.664240959079481e-02 -1.225949730057597e-02 -1.800750540644514e-02 2.705163890646048e-02 1.031613286865335e-01 
7.468842325049500e-02 3.459608959277077e-01 -4.785323874357224e-02 1.493285268225095e-01 6.210378253515792e-03 
-1.975428980351164e-02 -2.179678270404678e-02 8.542655008574948e-02 5.974747147510992e-02 2.261009469762445e-02 
-2.202393961354268e-02 -1.698298301782957e-02 -1.410831567081879e-02 -1.237484241285424e-02 1.915938514153248e-01 
-4.821515359068618e-02 4.547470389880383e-01 -7.657192089464056e-02 1.697586760267727e-01 4.499223049788657e-02 
-1.317415638126433e-01 -1.762452558960878e-01 1.702005048159423e-01 6.927532186952688e-01 2.618913685538264e-01 
5.637546440510823e-01 -4.173690486045784e-02 -7.471854817240370e-03 -1.090968859473778e-01 7.128607439624697e-02 
9.202393223304244e-02 1.015603141007930e-02 -3.096288639863245e-02 -4.520856924377105e-02 1.968212968541108e-01 
5.659828590141556e-01 -4.506596754741116e-02 -6.334033020364588e-02 -3.503776709617118e-02 4.367745947383290e-02 
7.761292030670973e-03 -4.090201230694193e-03 5.445381741499207e-03 6.182460239185552e-03 1.404050166470694e-02 
1.742166215212081e-01 -3.719232269985760e-03 7.389628930213177e-02 1.725823077068483e-01 -5.515644521519016e-02 
1.223243387768750e-01 -1.492614958707053e-02 -1.817344011456063e-04 -2.398827036318325e-02 5.987181156275240e-02 
-4.931165861603730e-03 -5.202499885202366e-02 3.218963657933196e-01 -8.775435860063459e-02 3.284113221478687e-01 
2.600803390316894e-01 -6.054085049149398e-02 -1.225594815411815e-01 2.167499570294540e-02 4.469171013805888e-01 
-3.071736791736533e-01 -1.286919114809813e-01 -1.346015956239696e-01 6.559484200310369e-01 7.311080645210137e-01 
2.218630332251284e-01 -7.688355892864283e-02 -4.861858381326360e-02 1.375610959182009e-01 3.161617364732095e-01 
-5.090846921909643e-02 8.162952273216297e-02 -4.839248997083524e-02 2.878614228235646e-01 -1.166759457578440e-02 
-1.153630252371543e-01 8.586709919303608e-01 -2.280198792469310e-01 4.491221326402493e-01 8.032277534877451e-02 
1.434577959064530e-01 2.027662641756815e-01 -9.354539914086367e-02 1.458009648312924e-01 -4.203554480992796e-02 
-9.976798156311653e-02 1.247784943845484e-01 -9.727583984264651e-02 3.537908823531559e-01 1.148434543740246e-01 
1.287876929059905e-01 1.023543009953883e+00 -7.695566463325294e-02 8.933608193970072e-01 9.553432242890901e-02 
-6.705278585916627e-02 -6.391084895017539e-02 -1.806030310686540e-02 2.841971846518078e-01 1.476800641417829e-01 
1.800419120858252e-01 -1.684855947302013e-01 -1.928678592350458e-01 3.054732656482037e-01 1.044712503054376e+00 
7.064901610185701e-01 -4.156930922054877e-02 -1.025480054670004e-01 -2.368678453634811e-02 -1.148285575695666e-01 
-6.253679374717291e-03 5.477890798560416e-01 -3.751808369534086e-02 -1.051569332527661e-01 -2.499246437295380e-02 
1.652643436310925e-01 3.822957572053873e-01 5.202564899746089e-02 -1.387698770998719e-01 1.007166331849867e-01 
-2.345311819510740e-01 5.669688762143336e-01 -2.272013371813654e-01 4.087669147504339e-01 4.837487566337960e-01 
3.580370557845981e-02 -4.529753105745231e-02 3.935245320981475e-02 1.585028680701278e-01 7.200487793330464e-02 
-4.941468123623685e-02 2.442078893920249e-03 -2.962481991792594e-02 -1.385334216450257e-01 8.157958109159543e-01 
-3.137813142599069e-02 -6.079683953403225e-02 7.237613716504844e-01 -1.947001842173308e-02 -7.418341657871819e-02 
-7.220304688236510e-02 -8.289918489579556e-02 3.014381192428338e-03 4.078228705037504e-01 8.490452266420588e-02 
2.192099713314447e-02 1.644520917576223e-01 -1.591394093011453e-02 1.344268600406461e-01 6.458437071654056e-03 
6.912516162117248e-04 -4.305053672318183e-02 -5.551016015177299e-02 1.625507249035165e-01 1.543328553999609e-01 
-4.139202669430116e-02 5.854984044428121e-02 5.553970387427694e-01 -5.438424065480174e-02 -1.220302517140122e-02 
2.508051169165910e-01 -2.209929537906734e-02 -1.013278438103677e-02 -6.317166183520566e-02 1.119789124048878e-01 
-5.595110498439871e-02 -3.664456893207226e-02 5.834046672024553e-01 -4.941735556343591e-02 -3.933827517075592e-02 
1.045626952464225e-01 -2.032018266916299e-02 6.340023451829102e-02 -2.896931729099123e-02 8.105735420483785e-02 
5.326775646893118e-02 -1.335609391169681e-01 5.706725614016468e-01 4.012612930655735e-01 5.208118526971730e-01 
-2.356924754491723e-03 -5.676486832278754e-02 -9.771552329785443e-02 2.586502636031619e-02 5.671839581327486e-01 
1.300878255935183e-01 2.482281608152750e-01 1.201571042650767e+00 1.357896942680122e-01 1.350462375468761e-02 
-1.340293864825337e-02 -4.372077795241563e-03 2.974666988747395e-02 -1.462615067019825e-03 4.365237338525697e-02 
-8.638394786569266e-02 -6.125556883604875e-02 -2.897871663410062e-02 4.470776137421789e-02 5.562260442588639e-01 
-9.350576123224058e-02 -5.995759432684326e-02 -8.089318571787182e-02 2.485307710404904e-01 4.111171531209019e-01 
8.889427023861426e-02 -1.213690243499102e-02 6.177598290271354e-02 2.561633456434253e-03 -2.862295134089391e-02 
9.611415767915212e-02 -5.005900261470251e-03 -1.634314147051601e-02 -1.308066273221946e-02 1.399000658369038e-03 
-1.864208004251618e-02 6.244803534068198e-01 -1.778028944762149e-02 2.158981881844546e-01 5.262943069922817e-02 
-2.549906986904818e-02 7.759817627261908e-01 -1.838250909928793e-01 4.133831797573698e-01 2.056676154205686e-02 
4.765772106807602e-02 -3.451291940863833e-02 -1.442362403803610e-02 7.284475384994157e-02 1.614778831440262e-01 
-1.494175286185861e-02 -4.830364516271344e-03 -1.612846573505259e-02 1.558124768152810e-01 -2.594622047664448e-02 
-2.348735608942959e-01 -7.900719761505558e-02 5.700382220930255e-01 -3.336446560225507e-01 9.264257635823659e-01 
-2.737494009101937e-02 -3.773196652318394e-02 -4.328582225511089e-02 6.106830089312697e-02 2.491206095621141e-01 
-3.762774838556544e-02 -6.405454728960461e-02 2.508417461896931e-02 3.449452398884982e-01 -5.335969556275345e-02 
-2.122037883151419e-03 -1.584219838036743e-02 -1.206257308118926e-02 3.799759801176972e-02 8.252625287193782e-02 
1.127604064628730e-01 -2.694529903880307e-02 1.137903578169166e+00 2.291553821629585e-01 -2.926951125039813e-02 
4.912454487135282e-02 -4.461837387795629e-02 1.883850157430054e-01 1.039569470143359e-01 1.369632110901297e-02 
6.425410035399221e-01 -3.745029818741903e-02 -7.386461457182064e-02 -1.175416578443487e-01 1.106531673948578e-01 
1.055758595257854e-02 -2.641876327057262e-02 -2.207370965793871e-02 1.327737064869116e-01 6.593066932912147e-03 
-4.290497186181969e-02 -5.319431700974044e-02 -3.487838218735585e-02 1.360243394969292e-03 6.847466569528182e-01 
